key,title,group,type,default,reader,consumer,status
pref_hide_gallery_icon_key,Hide Gallery Icon,Настройки камеры > Видоискатель и интерфейс,ManagedSwitchPreference,false,,app/src/main/java/com/particlesdevs/photoncamera/app/PhotonCamera.java; app/src/main/java/com/particlesdevs/photoncamera/ui/settings/SettingsActivity.java,connected; conditional pipeline / device support
pref_live_viewfinder_raw_key,Живой видоискатель из RAW,Настройки камеры > Видоискатель и интерфейс,SwitchPreferenceCompat,false,isLiveViewfinderRawEnabled,app/src/main/java/com/particlesdevs/photoncamera/capture/CaptureController.java; app/src/main/java/com/particlesdevs/photoncamera/ui/camera/views/viewfinder/MainRenderer.java,connected; conditional pipeline / device support
pref_live_viewfinder_look_key,Живой видоискатель,Настройки камеры > Видоискатель и интерфейс,SwitchPreferenceCompat,false,isLiveViewfinderLookEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/preview/MainRenderer.java; app/src/main/java/com/particlesdevs/photoncamera/ui/camera/views/viewfinder/MainRenderer.java,connected; conditional pipeline / device support
pref_show_grid_key,Show Grid,Настройки камеры > Видоискатель и интерфейс,ListPreference,0,getGridValue; setGridValue,app/src/main/java/com/particlesdevs/photoncamera/ui/camera/CameraUIController.java; app/src/main/java/com/particlesdevs/photoncamera/ui/camera/viewmodel/SettingsBarEntryProvider.java; app/src/main/java/com/particlesdevs/photoncamera/ui/camera/views/viewfinder/SurfaceViewOverViewfinder.java,connected; conditional pipeline / device support
pref_show_roundedge_key,Enable Round Edges,Настройки камеры > Видоискатель и интерфейс,ManagedSwitchPreference,true,isRoundEdgeOn,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/ui/camera/views/viewfinder/SurfaceViewOverViewfinder.java,connected; conditional pipeline / device support
pref_af_mode_key,Auto Focus Mode,Настройки камеры > Видоискатель и интерфейс,ListPreference,4,getAfMode,app/src/main/java/com/particlesdevs/photoncamera/capture/CaptureController.java; app/src/main/java/com/particlesdevs/photoncamera/control/TouchFocus.java; app/src/main/java/com/particlesdevs/photoncamera/manual/ParamController.java,connected; conditional pipeline / device support
pref_peak_method_key,Focus Peaking,Настройки камеры > Видоискатель и интерфейс,ListPreference,2,getFocusPeakValue,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java,connected; conditional pipeline / device support
pref_show_afdata_key,Viewfinder HUD / Debug,Настройки камеры > Видоискатель и интерфейс,ListPreference,0,setDefaults; getAfDataValue,app/src/main/java/com/particlesdevs/photoncamera/ui/camera/CameraActivity.java; app/src/main/java/com/particlesdevs/photoncamera/ui/camera/CameraFragment.java; app/src/main/java/com/particlesdevs/photoncamera/ui/camera/views/viewfinder/SurfaceViewOverViewfinder.java,connected; conditional pipeline / device support
pref_horizon,Show horizon on preview,Настройки камеры > Видоискатель и интерфейс,ManagedSwitchPreference,false,isHorizonOn,app/src/main/java/com/particlesdevs/photoncamera/ui/camera/CameraFragment.java,connected; conditional pipeline / device support
pref_preview_format_key,Preview Format,Настройки камеры > Видоискатель и интерфейс,ListPreference,0,getPreviewFormatValue,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java,connected; conditional pipeline / device support
pref_theme_key,Theme,Настройки камеры > Видоискатель и интерфейс > Theme,ListPreference,-1,getThemeValue,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/gallery/ui/GalleryActivity.java,connected; conditional pipeline / device support
pref_theme_accent_key,Theme Color,Настройки камеры > Видоискатель и интерфейс > Theme,ListPreference,default,setActivityTheme,app/src/main/java/com/particlesdevs/photoncamera/app/base/BaseActivity.java,connected; conditional pipeline / device support
pref_show_gradient_key,Show Gradient Background,Настройки камеры > Видоискатель и интерфейс > Theme,ManagedSwitchPreference,true,setActivityTheme,app/src/main/java/com/particlesdevs/photoncamera/app/base/BaseActivity.java,connected; conditional pipeline / device support
pref_save_per_lens_settings,Сохранять настройки отдельно для линз,Настройки камеры > Камеры и сенсоры,ManagedSwitchPreference,,isPerLensSettingsOn,app/src/main/java/com/particlesdevs/photoncamera/settings/PreferenceKeys.java,connected; conditional pipeline / device support
pref_color_method_key,Color Method,Настройки камеры > Камеры и сенсоры,ListPreference,1,getColorMethodValue,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java,connected; conditional pipeline / device support
lens_discovery,Lens Discovery,Настройки камеры > Камеры и сенсоры,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/ui/camera/LensDiscoveryActivity.java,action / information
pref_save_raw_key,Save,Настройки камеры > Сохранение и конфигурации,ListPreference,0,isSaveRaw; setSaveRaw,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/ui/camera/CameraUIController.java; app/src/main/java/com/particlesdevs/photoncamera/ui/camera/viewmodel/SettingsBarEntryProvider.java,connected; conditional pipeline / device support
pref_ultrahdr_key,Ultra HDR,Настройки камеры > Сохранение и конфигурации,ManagedSwitchPreference,false,setDefaults; isUltraHdrOn,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/ui/camera/CameraActivity.java,connected; conditional pipeline / device support
pref_wide169_key,16:9,Настройки камеры > Сохранение и конфигурации,ManagedSwitchPreference,false,,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/processing/SaverImplementation.java; app/src/main/java/com/particlesdevs/photoncamera/processing/processor/RawVideoProcessor.java,connected; conditional pipeline / device support
pref_show_watermark_key,Watermark,Настройки камеры > Сохранение и конфигурации,ManagedSwitchPreference,true,isShowWatermarkOn,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RotateWatermark.java,connected; conditional pipeline / device support
pref_backup_preferences_key,Backup,Настройки камеры > Сохранение и конфигурации > Backup/Restore Settings,BackupPreferences,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/custompreferences/BackupPreferences.java,action / information
pref_restore_preferences_key,Restore,Настройки камеры > Сохранение и конфигурации > Backup/Restore Settings,RestorePreference,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/custompreferences/RestorePreference.java,action / information
pref_reset_preferences_key,Reset All,Настройки камеры > Сохранение и конфигурации > Backup/Restore Settings,ResetPreferences,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/custompreferences/ResetPreferences.java,action / information
vivo_neural_probe,Нейроремозаик — проверка и отчёты,Настройки камеры > Система и диагностика,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/VivoNeuralActivity.java,action / information
remosaic_vivo_probe,Системная библиотека Vivo — диагностика,Настройки камеры > Система и диагностика,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/VivoRemosaicAvailability.java,action / information
scamera_full_debug,Полный журнал обработки,Настройки камеры > Система и диагностика,SwitchPreferenceCompat,false,,app/src/main/java/com/particlesdevs/photoncamera/util/ScameraDebugLog.java,connected; conditional pipeline / device support
pref_fetch_configurations_key,Fetch Configurations,Настройки камеры > Система и диагностика,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/SettingsActivity.java,action / information
pref_photoncamera,SCAMERA,Настройки камеры > Система и диагностика > About,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/SettingsActivity.java,action / information
pref_version_key,Version,Настройки камеры > Система и диагностика > About,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/SettingsActivity.java,action / information
pref_this_device_key,,Настройки камеры > Система и диагностика > About,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/SettingsActivity.java,action / information
pref_contributors_key,Contributors ↗,Настройки камеры > Система и диагностика > About,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/SettingsActivity.java,action / information
pref_telegram_channel_key,Telegram Group ↗,Настройки камеры > Система и диагностика > About,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/SettingsActivity.java,action / information
all_devices_names,Supported Devices,Настройки камеры > Система и диагностика > About,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/ui/settings/SettingsActivity.java,action / information
pref_folders_list,Папки галереи,Галерея > Настройки,MultiSelectListPreference,DCIM,PreferenceKeys.getStringSet(FOLDERS_LIST),app/src/main/java/com/particlesdevs/photoncamera/gallery/ui/fragments/GallerySettingsFragment.java; app/src/main/java/com/particlesdevs/photoncamera/gallery/files/GalleryFileOperations.java; app/src/main/java/com/particlesdevs/photoncamera/gallery/viewmodel/GalleryViewModel.java,connected; MediaStore folders permission required
pref_tunable_camerauiviewimpl_enablequadres,Enable Quad Resolution,Видоискатель > Дополнительные > UI,boolean,0.0f,TunableInjector → CameraUIViewImpl.enableQuadRes,app/src/main/java/com/particlesdevs/photoncamera/ui/camera/CameraUIViewImpl.java,connected; conditions in SettingsAvailability
pref_tunable_esd3d2_enable,Enable,Шумоподавление > Дополнительные > Denoise,boolean,1,TunableInjector → ESD3D2.enable,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ESD3D2.java,connected; conditions in SettingsAvailability
pref_tunable_esd3d2_noisetarget,Noise Target,Шумоподавление > Дополнительные > Denoise,float,0.00390625f,TunableInjector → ESD3D2.noiseTarget,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ESD3D2.java,connected; conditions in SettingsAvailability
pref_tunable_esd3d2_maxsize,Max Kernel,Шумоподавление > Дополнительные > Denoise,int,21.0f,TunableInjector → ESD3D2.maxSize,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ESD3D2.java,connected; conditions in SettingsAvailability
pref_tunable_esd3d2_minsize,Min Kernel,Шумоподавление > Дополнительные > Denoise,int,7.0f,TunableInjector → ESD3D2.minSize,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ESD3D2.java,connected; conditions in SettingsAvailability
pref_tunable_esd3d2_version,ESD3D Version,Шумоподавление > Дополнительные > Denoise,String,0,TunableInjector → ESD3D2.version,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ESD3D2.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_histsize,Histogram size,"Цвет, свет и тон > Дополнительные > Auto Exposure",int,256,TunableInjector → AutoExposureCurve.histSize,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_target,Target Brightness,"Цвет, свет и тон > Дополнительные > Auto Exposure",float,128.0f,TunableInjector → AutoExposureCurve.target,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_noisemax,Noise Max,"Цвет, свет и тон > Дополнительные > Auto Exposure",float,0.05f,TunableInjector → AutoExposureCurve.noiseMax,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_gainmax,Gain Max,"Цвет, свет и тон > Дополнительные > Auto Exposure",float,9.0f,TunableInjector → AutoExposureCurve.gainMax,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_enablewp,Enable WhitePoint Search,"Цвет, свет и тон > Дополнительные > Auto Exposure",boolean,1,TunableInjector → AutoExposureCurve.enableWP,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_whiteapply,WhitePoint apply level,"Цвет, свет и тон > Дополнительные > Auto Exposure",float,0.8f,TunableInjector → AutoExposureCurve.whiteApply,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_fillcoefficient,Fill coefficient,"Цвет, свет и тон > Дополнительные > Auto Exposure",float,0.99f,TunableInjector → AutoExposureCurve.fillCoefficient,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_applygammamix,Apply gamma mix,"Цвет, свет и тон > Дополнительные > Auto Exposure",float,0.05f,TunableInjector → AutoExposureCurve.applyGammaMix,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_highlightcompression,Highlight Compression,"Цвет, свет и тон > Дополнительные > Auto Exposure",boolean,1,TunableInjector → AutoExposureCurve.highlightCompression,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_kneemax,Highlight Knee Max,"Цвет, свет и тон > Дополнительные > Auto Exposure",float,0.9f,TunableInjector → AutoExposureCurve.kneeMax,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_kneemin,Highlight Knee Min,"Цвет, свет и тон > Дополнительные > Auto Exposure",float,0.55f,TunableInjector → AutoExposureCurve.kneeMin,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_kneeref,Highlight Clip Ref,"Цвет, свет и тон > Дополнительные > Auto Exposure",float,0.1f,TunableInjector → AutoExposureCurve.kneeRef,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_cliptolerance,Highlight Clip Tolerance,"Цвет, свет и тон > Дополнительные > Auto Exposure",float,0.03f,TunableInjector → AutoExposureCurve.clipTolerance,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_autoexposurecurve_adaptivewhitepointenable,Adaptive WhitePoint,"Цвет, свет и тон > Дополнительные > Auto Exposure",boolean,1,TunableInjector → AutoExposureCurve.adaptiveWhitePointEnable,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/AutoExposureCurve.java,connected; conditions in SettingsAvailability
pref_tunable_locallaplacian_enabled,Enable,Резкость и детализация > Дополнительные > LLF,boolean,1,TunableInjector → LocalLaplacian.enabled,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian.java,connected; conditions in SettingsAvailability
pref_tunable_locallaplacian_detail,Detail,Резкость и детализация > Дополнительные > LLF,float,0.25f,TunableInjector → LocalLaplacian.detail,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian.java,connected; conditions in SettingsAvailability
pref_tunable_locallaplacian_highlights,Highlights,Резкость и детализация > Дополнительные > LLF,float,0.0f,TunableInjector → LocalLaplacian.highlights,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian.java,connected; conditions in SettingsAvailability
pref_tunable_locallaplacian_shadows,Shadows,Резкость и детализация > Дополнительные > LLF,float,0.0f,TunableInjector → LocalLaplacian.shadows,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian.java,connected; conditions in SettingsAvailability
pref_tunable_locallaplacian_midtone,Mid-tone Range,Резкость и детализация > Дополнительные > LLF,float,0.5f,TunableInjector → LocalLaplacian.midtone,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian.java,connected; conditions in SettingsAvailability
pref_tunable_initial_gammakoefficientgenerator,Gamma Coefficient,"Цвет, свет и тон > Дополнительные > Gamma (Fusion / PhotonCurve)",float,2.2f,TunableInjector → Initial.gammaKoefficientGenerator,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_gammax1,Gamma Model X1,"Цвет, свет и тон > Дополнительные > Gamma (Fusion / PhotonCurve)",float,7.1896f,TunableInjector → Initial.gammax1,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_gammax2,Gamma Model X2,"Цвет, свет и тон > Дополнительные > Gamma (Fusion / PhotonCurve)",float,-50.8195f,TunableInjector → Initial.gammax2,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_gammax3,Gamma Model X3,"Цвет, свет и тон > Дополнительные > Gamma (Fusion / PhotonCurve)",float,129.3564f,TunableInjector → Initial.gammax3,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_tonemapx1,Tonemap X1,"Цвет, свет и тон > Дополнительные > Color & Tone",float,-0.15f,TunableInjector → Initial.tonemapx1,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_tonemapx2,Tonemap X2,"Цвет, свет и тон > Дополнительные > Color & Tone",float,2.55f,TunableInjector → Initial.tonemapx2,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_tonemapx3,Tonemap X3,"Цвет, свет и тон > Дополнительные > Color & Tone",float,-1.6f,TunableInjector → Initial.tonemapx3,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_saturationred,Saturation Red,"Цвет, свет и тон > Дополнительные > Color & Tone",float,1.0f,TunableInjector → Initial.saturationRed,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_vignettecorrection,Vignette Correction,"Цвет, свет и тон > Дополнительные > Color & Tone",float,1.0f,TunableInjector → Initial.vignetteCorrection,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_tonemix,Tone Mix,"Цвет, свет и тон > Дополнительные > Color & Tone",float,0.5f,TunableInjector → Initial.toneMix,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_ltmmix,LTM Mix,"Цвет, свет и тон > Дополнительные > Color & Tone",float,0.0f,TunableInjector → Initial.ltmMix,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_initial_postlut,LUT png selector,"Цвет, свет и тон > Дополнительные > Color & Tone",File,initializer,TunableInjector → Initial.postlut,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Initial.java,connected; conditions in SettingsAvailability
pref_tunable_linearexposure_histsize,Histogram size,"Цвет, свет и тон > Дополнительные > Sky Exposure",int,1024,TunableInjector → LinearExposure.histSize,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LinearExposure.java,connected; conditions in SettingsAvailability
pref_tunable_linearexposure_midanchor,Midtone Anchor,"Цвет, свет и тон > Дополнительные > Sky Exposure",float,0.050f,TunableInjector → LinearExposure.midAnchor,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LinearExposure.java,connected; conditions in SettingsAvailability
pref_tunable_linearexposure_highanchor,Highlight Anchor,"Цвет, свет и тон > Дополнительные > Sky Exposure",float,0.180f,TunableInjector → LinearExposure.highAnchor,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LinearExposure.java,connected; conditions in SettingsAvailability
pref_tunable_linearexposure_gainmin,Gain Min,"Цвет, свет и тон > Дополнительные > Sky Exposure",float,1.0f,TunableInjector → LinearExposure.gainMin,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LinearExposure.java,connected; conditions in SettingsAvailability
pref_tunable_linearexposure_gainmax,Gain Max,"Цвет, свет и тон > Дополнительные > Sky Exposure",float,16.0f,TunableInjector → LinearExposure.gainMax,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LinearExposure.java,connected; conditions in SettingsAvailability
pref_tunable_headroomrender_outputexposurescale,Output Exposure,"Цвет, свет и тон > Дополнительные > Sky (Headroom)",float,0.80f,TunableInjector → HeadroomRender.outputExposureScale,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/HeadroomRender.java,connected; conditions in SettingsAvailability
pref_tunable_headroomrender_headroomscale,Headroom Scale,"Цвет, свет и тон > Дополнительные > Sky (Headroom)",float,0.90f,TunableInjector → HeadroomRender.headroomScale,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/HeadroomRender.java,connected; conditions in SettingsAvailability
pref_tunable_headroomrender_scenewhitemax,Headroom Max,"Цвет, свет и тон > Дополнительные > Sky (Headroom)",float,14.5f,TunableInjector → HeadroomRender.sceneWhiteMax,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/HeadroomRender.java,connected; conditions in SettingsAvailability
pref_tunable_opendrt_contrast,contrast,"Цвет, свет и тон > Дополнительные > OpenDRT",float,1.66f,TunableInjector → OpenDRT.contrast,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/OpenDRT.java,connected; conditions in SettingsAvailability
pref_tunable_opendrt_displaygrey,Display Grey (nits),"Цвет, свет и тон > Дополнительные > OpenDRT",float,10.0f,TunableInjector → OpenDRT.displayGrey,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/OpenDRT.java,connected; conditions in SettingsAvailability
pref_tunable_opendrt_displaypeak,Display Peak (nits),"Цвет, свет и тон > Дополнительные > OpenDRT",float,100.0f,TunableInjector → OpenDRT.displayPeak,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/OpenDRT.java,connected; conditions in SettingsAvailability
pref_tunable_opendrt_greyboost,HDR Grey Boost,"Цвет, свет и тон > Дополнительные > OpenDRT",float,0.13f,TunableInjector → OpenDRT.greyBoost,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/OpenDRT.java,connected; conditions in SettingsAvailability
pref_tunable_opendrt_hdrpurity,HDR Purity,"Цвет, свет и тон > Дополнительные > OpenDRT",float,0.5f,TunableInjector → OpenDRT.hdrPurity,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/OpenDRT.java,connected; conditions in SettingsAvailability
pref_tunable_opendrt_lookpreset,Look Preset,"Цвет, свет и тон > Дополнительные > OpenDRT",int,0.0f,TunableInjector → OpenDRT.lookPreset,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/OpenDRT.java,connected; conditions in SettingsAvailability
pref_tunable_opendrt_toe,Toe,"Цвет, свет и тон > Дополнительные > OpenDRT",float,0.003f,TunableInjector → OpenDRT.toe,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/OpenDRT.java,connected; conditions in SettingsAvailability
pref_tunable_opendrt_tonescalepreset,Tone-scale Preset,"Цвет, свет и тон > Дополнительные > OpenDRT",int,0.0f,TunableInjector → OpenDRT.toneScalePreset,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/OpenDRT.java,connected; conditions in SettingsAvailability
pref_tunable_bayer2float_hlinpaintopposed,Inpaint Opposed Highlights,RAW и ремозаик > Дополнительные > Bayer2Float,boolean,1,TunableInjector → Bayer2Float.hlInpaintOpposed,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Bayer2Float.java,connected; conditions in SettingsAvailability
pref_tunable_bayer2float_hlclip,Highlight Clip,RAW и ремозаик > Дополнительные > Bayer2Float,float,1.0f,TunableInjector → Bayer2Float.hlClip,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/Bayer2Float.java,connected; conditions in SettingsAvailability
pref_tunable_pyramidalignment_sharpness,Correction Sharpness,Съёмка и склейка > Дополнительные > Alignment,float,1.0f,TunableInjector → PyramidAlignment.sharpness,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/PyramidAlignment.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_max_hot_pixels,Max hotPixels,Съёмка и склейка > Дополнительные > Merge,int,65535,TunableInjector → ESD4D.MAX_HOT_PIXELS,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_max_reasonable_hotpixels,Max reasonable hotPixels,Съёмка и склейка > Дополнительные > Merge,int,2000,TunableInjector → ESD4D.MAX_REASONABLE_HOTPIXELS,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_enablehotpixelcorrection,Enable hotPixel correction,Съёмка и склейка > Дополнительные > Merge,boolean,0,TunableInjector → ESD4D.enableHotPixelCorrection,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_detectthr,HotPixels detect threshold,Съёмка и склейка > Дополнительные > Merge,double,1.5f,TunableInjector → ESD4D.detectThr,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_enablealignment,Enable Alignment,Съёмка и склейка > Дополнительные > Merge,boolean,1,TunableInjector → ESD4D.enableAlignment,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_usencnnflow,FlowNet optical flow alignment,Съёмка и склейка > Дополнительные > Merge,boolean,0,TunableInjector → ESD4D.useNcnnFlow,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_enableflowrefinement,Optical flow refinement,Съёмка и склейка > Дополнительные > Merge,boolean,1,TunableInjector → ESD4D.enableFlowRefinement,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_flowrefinemaxdisp,Flow refinement max shift,Съёмка и склейка > Дополнительные > Merge,float,2.0f,TunableInjector → ESD4D.flowRefineMaxDisp,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_enablenoisestore,Enable Adaptive Noise Storage,Съёмка и склейка > Дополнительные > Merge,boolean,1,TunableInjector → ESD4D.enableNoiseStore,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_noisempy,Network merge noise multiplier,Съёмка и склейка > Дополнительные > Merge,float,1.0f,TunableInjector → ESD4D.noiseMpy,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_noiseblendmaxframes,Noise blend max frames,Съёмка и склейка > Дополнительные > Merge,int,9,TunableInjector → ESD4D.noiseBlendMaxFrames,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_noiseblendcalmpy,Noise blend calibration,Съёмка и склейка > Дополнительные > Merge,float,1.0f,TunableInjector → ESD4D.noiseBlendCalMpy,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
